```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","Percentage of Voting Shares","RSSD_ID","Percentage of Voting Shares in Subsidiaries"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Director","Intercity State Bank of Schofield","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Trustee","Lindsey Bosshard Irrevocable Trust of 2018","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Trustee","Alexandra Tana Bosshard Irrevocable Trust of 2018","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Trustee","ATPB Exempt Bank Trust","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Trustee","ATPB Non-Exempt Bank Trust","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Trustee","Nathan Bosshard-Blackey Irrevocable Bank Trust","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Trustee","Nathan and Maria Bosshard Irrevocable Trust","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Director","First National Bank of Bangor","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Trustee","Elizabeth Bosshard-Blackey 2022 Irrev. Bank Trust","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Co-Trustee","William H. Bosshard Family GST Trust","2023","Attorney","0.37%","n/a","None"
"Dairyland Bank Holding Corporation","Secretary Vice-President Director","Andrew Bosshard","Member","CBDC 2018,"LLC"","2023","Attorney","0.37%","n/a","None"
```
