```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"The Charles Schwab Corporation","Malvern,"PA"","2023","The Vanguard Group,"Inc."","Common Stock","119918442","6.77%","n/a"
"The Charles Schwab Corporation","Toronto,"Ontario"","2023","The Toronto-Dominion Bank","Common Stock","175703653","9.9%","n/a"
"The Charles Schwab Corporation","Westlake,"TX"","2023","Charles R. Schwab","Common Stock","106534238","6.0%","n/a"
"The Charles Schwab Corporation","Westlake,"TX"","2023","Charles R. Schwab","Options on Common Stock","1353550","0.1%","n/a"
"The Charles Schwab Corporation","New York,"NY"","2023","BlackRock,"Inc."","Common Stock","96697577","5.5%","n/a"
"The Charles Schwab Corporation","San Francisco,"CA"","2023","Carolyn S. Pomerantz","Common Stock","2331030","0.13%","n/a"
"The Charles Schwab Corporation","Westlake,"TX"","2023","Helen O. Schwab","Common Stock","7372842","0.42%","n/a"
"The Charles Schwab Corporation","San Francisco,"CA"","2023","Gary Pomerantz","Common Stock","588657","0.03%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","Percentage of Voting Shares","RSSD_ID","Percentage of Voting Shares in Subsidiaries"
"The Charles Schwab Corporation","Director","Christopher V. Dodds","Senior Advisor","The Cynosure Group","2023","Co-Founder and Managing Member (Crown Oak Advisors LLC)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Stephen A. Ellis","Trustee","UC Berkeley Foundation","2023","Managing Partner (TPG)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Mark A. Goldfarb","Member of Executive Committee","SS&G,"Inc."","2023","Retired","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Frank C. Herringer","Director","California Pacific Medical Center Foundation","2023","Retired","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Brian M. Levitt","Director","The Toronto-Dominion Bank","2023","Board Chair (The Toronto-Dominion Bank)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Brian M. Levitt","Director","Arthritis Innovation Corporation","2023","Board Chair (The Toronto-Dominion Bank)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Brian M. Levitt","Director","EVAH Corp.","2023","Board Chair (The Toronto-Dominion Bank)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Brian M. Levitt","Director","Fednav Limited","2023","Board Chair (The Toronto-Dominion Bank)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Brian M. Levitt","Director","Xebec Adsorption Inc.","2023","Board Chair (The Toronto-Dominion Bank)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Gerri K. Martin-Flickinger","Director","Ellucian","2023","Retired","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Bharat Masrani","n/a","n/a","2023","Group President and Chief Executive Officer (The Toronto-Dominion Bank)","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Todd M. Ricketts","n/a","n/a","2023","Director (Chicago Baseball Holdings,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Charles A. Ruffel","Trustee","EnTrust Global","2023","Managing Partner (Kudu Investment Management,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Charles A. Ruffel","Director","The Wilton Pension Investment Committee)","2023","Managing Partner (Kudu Investment Management,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Arun Sarin","Director","Accenture plc","2023","Chairman (Cerence,"Inc.)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Arun Sarin","Director","ANI Technologies Pvt. Ltd.","2023","Chairman (Cerence,"Inc.)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Arun Sarin","Director","Ola Electric Mobility","2023","Chairman (Cerence,"Inc.)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Arun Sarin","Director","Cerence Inc.","2023","Chairman (Cerence,"Inc.)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Carolyn Schwab-Pomerantz","Director","Boys and Girls Club of America","2023","Retired.","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Carolyn Schwab-Pomerantz","Director","Schwab Charitable Fund","2023","Retired.","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Carolyn Schwab-Pomerantz","Director","LA Metro Boys and Girls","2023","Retired.","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","Club of America","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","Glenmoor Realty,"LLC"","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","Haas School of Business","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","University of California,"Berkeley)"","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director & Secretary","Charles R. Schwab Foundation for Financial Freedom)","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","UpTogether","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","The Surge Institute","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","New Schools Venture Fund","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Director","Paula A. Sneed","Director","Opportunity 180,","2023","Chairman and Chief Executive Officer (Phelps Prescott Group,"LLC)"","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"- Head of Advisor Services"","Bernard J. Clark","Director","Charles Schwab Foundation","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"- Head of Advisor Services"","Bernard J. Clark","Director","Foundation for Financial Planning","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"- Head of Advisor Services"","Bernard J. Clark","Director","Arizona State University W.P. Carey School of Business","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"- Head of Advisor Services"","Bernard J. Clark","Director","Center for Services Leadership","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"Head of Investor Services and Marketing"","Jonathan M. Craig","n/a","n/a","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"and Chief Financial Officer"","Peter B. Crawford","Member,"Board of Governors"","Boys & Girls Clubs of San","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Director,"Managing Director and Chief Financial Officer"","Joseph R. Martinetto","Director","Troos Motors","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"General Counsel and Corporate Secretary"","Peter J. Morgan,"III"","n/a","n/a","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","Managing Director,"Chief Risk Officer"","Nigel J. Murtagh","n/a","n/a","2023","n/a","*","n/a","n/a"
"The Charles Schwab Corporation","President","Richard A. Wurster","Chairman,"President and Director"","Charles Schwab Foundation","2023","President,"The Charles Schwab Corporation"","*","n/a","n/a"
```
