Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"1st Jackson Bancshare,Inc.",,Dawn Sparks,,,2022,,
"1st Jackson Bancshare,Inc.",,William Todd Chapman,CEO & Exec. Vice President,,2022,,
"1st Jackson Bancshares,Inc.",Director,J Sherman Barnett,Exec Vice President & CEO,,2023,,
"1st Jackson Bancshares,Inc.",Chairman/Pres Director Chairman,Jimmy D. Blevins,President Director Chairman,,2023,,
"1st Jackson Bancshares,Inc.",Director,Billy Duck,Director,,2023,Retired- Insurance,
"1st Jackson Bancshares,Inc.",Director/ Vice Chairman,Jim Myers,Director/ Vice Chairman,JimStan,2023,Groceryman,
"1st Jackson Bancshares,Inc.",Director/ Vice Chairman,Jim Myers,Director/ Vice Chairman,Food Star,2023,Groceryman,
"1st Jackson Bancshares,Inc.",Director/ Secretary,Pam M. Parker,Director/ Secretary,"Dawson,McGinty & Parker firm",2023,Attorney,
"1st Jackson Bancshares,Inc.",,"J. D. Shrader,Jr.",,,2023,,
"1st Jackson Bancshares,Inc.",,Charles R. Holder,,,2023,Independent contractor,
"1st Jackson Bancshares,Inc.",,Jami McGinty Kennedy,,,2023,Retired- Teacher,
"1st Jackson Bancshares,Inc.",,Dawn Sparks,,,2023,,
"1st Jackson Bancshares,Inc.",Chairman/Pres Director,Jimmy D. Blevins,President Director Chairman,,2014,,2306993
"1st Jackson Bancshares,Inc.",Director,Shelby Carr,Director,Carr Farm,2014,Farmer,2306993
"1st Jackson Bancshares,Inc.",Director,Billy Duck,Director,,2014,Retired-Insurance,2306993
"1st Jackson Bancshares,Inc.",Director Emeritus,James S. McGinty,,"Dawson,McGinty & Parker firm",2014,Attorney,2306993
"1st Jackson Bancshares,Inc.",Director/Vice Chairman,Jim Myers,Director/Vice Chairman,JimStan,2014,Groceryman,2306993
"1st Jackson Bancshares,Inc.",Director/Vice Chairman,Jim Myers,Director/Vice Chairman,Food Star,2014,Groceryman,2306993
"1st Jackson Bancshares,Inc.",Director/Secretary,Pam M. Parker,Director/Secretary,"Dawson,McGinty & Parker firm",2014,Attorney,2306993
"1st Jackson Bancshares,Inc.",Director Emeritus,"J. D. Shrader,Jr.",,,2014,,2306993
"1st Jackson Bancshares,Inc.",,Charles R. Holder,,,2014,Independent contractor,2306993
"1st Jackson Bancshares,Inc.",,Jeremy Washburn,Vice President/ CEO,,2014,,2306993
Affinity Bank,President/Director,Edward J. Cooney,Managing Member,"MEMM,LLC",2015,President/Director,
Affinity Bank,Director,Leeman Bennett,,,2015,,
Affinity Bank,Owner,"Frank A. Clayton,DDS.",Owner,"Clayton Dental,PC",2015,"Clayton Dental,PC",
Affinity Bank,Owner,"Frank A. Clayton,DDS.",President,"WMJ Holdings,LLC",2015,"Clayton Dental,PC",
Affinity Bank,SVP/CFO,Brandi Pajot,,,2015,,
Affinity Bank,Director,Jeffrey R. Lake,President,Dixie Electric Company,2015,,
Affinity Bank,Chairman,Robert C. McMahan,,,2015,,
Affinity Bank,Director,Wayne V. Mitsch,,,2015,,
Affinity Bank,EVP/CCO,"Clark N. Nelson,Jr",,,2015,,
Affinity Bank,President/Director,Edward J. Cooney,Managing Member,"MEMM,LLC",2016,President/Director,3118447
Affinity Bank,Director,Leeman Bennett,,,2016,,3118447
Affinity Bank,Director,"Frank A. Clayton,DDS.",Owner,"Clayton Dental,PC",2016,Owner,3118447
Affinity Bank,SVP/CFO,Brandi Pajot,,,2016,,3118447
Affinity Bank,Director,Jeffrey R. Lake,President,Dixie Electric Company,2016,President,3118447
Affinity Bank,Chairman,Robert C. McMahan,,,2016,,3118447
Affinity Bank,Director,Wayne V. Mitsch,,,2016,,3118447
Affinity Bank,EVP/CCO,"Clark N. Nelson,Jr",,,2016,EVP/CCO,3118447
"ABB Financial Group,Inc.",Director/CEO,Edward J. Cooney,President/Director,Affinity Bank,2017,President/Director Affinity Bank,
"ABB Financial Group,Inc.",Director/CEO,Edward J. Cooney,Managing Member,"MEMM,LLC",2017,President/Director Affinity Bank,
"ABB Financial Group,Inc.",Director,Leeman Bennett,,,2017,,
"ABB Financial Group,Inc.",Director,"Frank A. Clayton,DDS.",Owner,"Clayton Dental,PC",2017,"Owner Clayton Dental,PC",
"ABB Financial Group,Inc.",Director,"Frank A. Clayton,DDS.",President,"WMJ Holdings,LLC",2017,"Owner Clayton Dental,PC",
"ABB Financial Group,Inc.",CFO,Brandi Pajot,,,2017,SVP/CFO Affinity Bank,
"ABB Financial Group,Inc.",Director,Jeffrey R. Lake,President,Dixie Electric Company,2017,President Dixie Electric Company,
"ABB Financial Group,Inc.",Chairman,Robert C. McMahan,,,2017,,
"ABB Financial Group,Inc.",Director,Wayne V. Mitsch,,,2017,,
"ABB Financial Group,Inc.",,"Clark N. Nelson,Jr",EVP/CCO,Affinity Bank,2017,EVP/CCO Affinity Bank,
Affinity Bank,Director,Kenneth R. Lehman,Owner/Managing Member,"BVC Capital,LLC",2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,Director,Kenneth R. Lehman,Director & Principal Stockholder,CCF Holding Company & Heritage Bank,2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,Director,Kenneth R. Lehman,Principal Stockholder,Providence Bank,2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,Director,Kenneth R. Lehman,Director & Principal Stockholder,Heritage Bancorporation & The Heritage Bank,2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,Director,Kenneth R. Lehman,Director & Principal Stockholder,Marine Bancorp & Marine Bank & Trust Co.,2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,Director,Kenneth R. Lehman,Director & Principal Stockholder,Virginia Partners Bank,2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,Director,Kenneth R. Lehman,Director & Principal Stockholder,Village Bank & Trust Financial Corporation,2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,Director,Kenneth R. Lehman,Director/Managing Member,Delmar Bancorp & The Bank of Delmarva,2019,"Owner,BVC Capital","LLC,n/a"
Affinity Bank,President/Director,Edward J. Cooney,,,2019,,
Affinity Bank,Director,Leeman Bennett,,,2019,,
Affinity Bank,Director,"Frank A. Clayton,DDS.",Owner,"Clayton Dental,PC",2019,"Owner,Clayton Dental","PC,n/a"
Affinity Bank,Director,"Frank A. Clayton,DDS.",President,"WMJ Holdings,LLC",2019,"Owner,Clayton Dental","PC,n/a"
Affinity Bank,SVP/CFO,Brandi Pajot,,,2019,,
Affinity Bank,Director,Jeffrey R. Lake,President,Dixie Electric Company,2019,President Dixie Electric Company,
Affinity Bank,Chairman,Robert C. McMahan,,,2019,,
Affinity Bank,Director,Wayne V. Mitsch,,,2019,,
Affinity Bank,EVP/CCO,"Clark N. Nelson,Jr",,,2019,,
"ABH Bancorp,Inc.",Director & Chairman,David Karabinos,CEO,PointClear Solutions,2014,Healthcare Technology,3814703
"ABH Bancorp,Inc.",Director,Jan Smith,Owner/CEO,"S3,Inc.",2014,Defense Contracting,3814703
"ABH Bancorp,Inc.",Director,Shaul Zislin,Owner/COO,"Surf Style,Inc.",2014,Manufacturing/Distributing,3814703
"ABH Bancorp,Inc.",Director,Steve Denney,CEO,The Atlantic Group,2014,Surveying/Mapping,3814703
"ABH Bancorp,Inc.",Director,Joe Carden,,,2014,Retired Bank Executive,3814703
"ABH Bancorp,Inc.",Director,Charles Allen,President,"Charles E. Allen Co,Inc.",2014,Investment Management,3814703
"ABH Bancorp,Inc.","CFO,Corporate Secretary",Sandra Stephens,,,2014,,3814703
"ABH Bancorp,Inc.",Director,Vernon Bice,"CEO,President",,2014,,3814703
"Affinity Bancshares,Inc.",Director & CEO,Edward J. Cooney,CEO,Affinity Bank,2021,,321273
"Affinity Bancshares,Inc.",Director & Chairman,"William D. Fortson,Jr.",Owner,Ginn Motor Company,2021,Automotive,321273
"Affinity Bancshares,Inc.",Director,Marshall L. Ginn,Associate Broker,RE/MAX Agents Realty,2021,Real Estate,321273
"Affinity Bancshares,Inc.",Director,Bob W. Richardson,Pharmacist (Retired)/Owner,People's Drug Store,2021,Healthcare/Entrepreneur,321273
"Affinity Bancshares,Inc.",Director,Bob W. Richardson,Pharmacist (Retired)/Owner,Taziki's Mediterranean Café,2021,Healthcare/Entrepreneur,321273
"Affinity Bancshares,Inc.",Director,Robin Reich,President,Reich Dental Center,2021,Dentist,321273
"Affinity Bancshares,Inc.",Director,Howard G. Roberts,President(Retired),FNB Bank Covington,2021,Banking,321273
"Affinity Bancshares,Inc.",Director,Mark Ross,Owner,Right at Home Healthcare,2021,Entrepreneur,321273
"Affinity Bancshares,Inc.",Director,Edward P. Stone,President/Chief Executive Officer,Longleaf Hospice,2021,Healthcare,321273
"Affinity Bancshares,Inc.",President,Gregory J. Proffitt,,Affinity Bank,2021,,321273
"Affinity Bancshares,Inc.",Senior Vice President Chief Financial Officer,Tessa M. Nolan,,Affinity Bank,2021,,321273
"Affinity Bancshares,Inc.",Shareholder,Kenneth R. Lehman,,,2021,Investor,321273
"Affinity Bancshares,Inc.","CEO,Affinity Bank",Edward J. Cooney,,,2022,,
"Affinity Bancshares,Inc.","Owner,Ginn Motor Company","William D. Fortson,Jr.",Director & Chairman,Ginn Motor Company,2022,Automotive,
"Affinity Bancshares,Inc.","Associate Broker,RE/MAX Agents Realty",Marshall L. Ginn,Director,RE/MAX Agents Realty,2022,Real Estate,
"Affinity Bancshares,Inc.","Pharmacist (Retired)/Owner,People's Drug Store & Taziki's Mediterranean Café",Bob W. Richardson,Director,People's Drug Store,2022,Healthcare/Entrepreneur,
"Affinity Bancshares,Inc.","Pharmacist (Retired)/Owner,People's Drug Store & Taziki's Mediterranean Café",Bob W. Richardson,Director,Taziki's Mediterranean Café,2022,Healthcare/Entrepreneur,
"Affinity Bancshares,Inc.","President,Reich Dental Center",Robin Reich,Director,Reich Dental Center,2022,Dentist,
"Affinity Bancshares,Inc.","President(Retired),FNB Bank Covington","GA,Howard G. Roberts",Director,"FNB Bank Covington,GA",2022,Banking,
"Affinity Bancshares,Inc.","Owner,Right at Home",Mark Ross,Director,Right at Home,2022,Entrepreneur,
"Affinity Bancshares,Inc.","President/Chief Executive Officer,Longleaf Hospice",Edward P. Stone,Director,Longleaf Hospice,2022,Healthcare,
"Affinity Bancshares,Inc.","Senior Vice President Chief Financial Officer,Affinity Bank",Brandi Pajot,Senior Vice President Chief Financial Officer,Affinity Bank,2022,,
"Affinity Bancshares,Inc.",,Kenneth R. Lehman,Shareholder,,2022,Investor,
"Affinity Bancshares,Inc.","CEO,Affinity Bank",Edward J. Cooney,Director & CEO,,2023,,
"Affinity Bancshares,Inc.",,"William D. Fortson,Jr.",Owner,Ginn Motor Company,2023,Director & Chairman,
"Affinity Bancshares,Inc.",,Marshall L. Ginn,Associate Broker,RE/MAX Agents Realty,2023,Real Estate,
"Affinity Bancshares,Inc.",,Bob W. Richardson,Pharmacist (Retired)/Owner,People's Drug Store,2023,Healthcare/Entrepreneur,
"Affinity Bancshares,Inc.",,Bob W. Richardson,Pharmacist (Retired)/Owner,Taziki's Mediterranean Café,2023,Healthcare/Entrepreneur,
"Affinity Bancshares,Inc.",,Robin Reich,President,Reich Dental Center,2023,Dentist,
"Affinity Bancshares,Inc.",,Howard G. Roberts,President(Retired),"FNB Bank Covington,GA",2023,Banking,
"Affinity Bancshares,Inc.",,Mark Ross,Owner,Right at Home Healthcare,2023,Entrepreneur,
"Affinity Bancshares,Inc.",,Edward P. Stone,President/Chief Executive Officer,Longleaf Hospice,2023,Healthcare,
"Affinity Bancshares,Inc.",Senior Vice President Chief Financial Officer,Brandi Pajot,,,2023,,
"Affinity Bancshares,Inc.",,Kenneth R. Lehman,Shareholder,,2023,Investor,
"Affinity Bancshares,Inc.",,Alliance Bernstein L.C.,Shareholder,,2023,Investor,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,"Donald V. Watkins,PC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,First Highland Group,2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,Second Highland Group,2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,"Nabirm Global,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,"W.S. Aviation,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"The Snell Group,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,"Watkins Aviation,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Gibraltar Entertainment International,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,Controlled Environmental Systems Corp.,2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada OxyNol,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada OxyNol US-1,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Pencor-Masada OxyNol,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,Pencor Orange Corp.,2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Watkins Pencor,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"OxyNol,US-1",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"W2E Resources,S.A.",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada Clean Earth Solutions-Asia,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada Clean Earth Solutions-Saudi Arabia,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada-Ecuador International Energy,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"GDA Energy International,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada Clean Earth Solutions-South Korea,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Coberal Energy International,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada Energy International-SL,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada-South Aftica Energy International,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada Oxynol-South Africa Energy International II,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada-Haiti International Energy,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada-Clean Earth Solutions-Zimbabwe,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada-WS International Energy,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Masada-TCJC International Energy,LLC",2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director & President/CEO,Lawrence R. Tate,Director,Alamerica Bank,2016,,3047583
"Alamerica BancCorp,Inc.",Director & President/CEO,Lawrence R. Tate,President/CEO,Alamerica Bank,2016,,3047583
"Alamerica BancCorp,Inc.",Shareholder,Clarissa B. Harms,,,2016,Entrepreneur,3047583
"Alamerica BancCorp,Inc.",Director,Kenneth L. Thomas,Director,Alamerica Bank,2016,Attorney,3047583
"Alamerica BancCorp,Inc.",Director,Mike C. Weaver,President,Alamerica Bank,2016,Consultant,3047583
"Alamerica BancCorp,Inc.",Director,Matt Rockett,Member,Alamerica Bank,2016,,3047583
"Alamerica BancCorp,Inc.",Director,Matt Rockett,Managing Member,"Chartwell Partners,LLC",2016,,3047583
"Alamerica BancCorp,Inc.",Director,Matt Rockett,Managing Member,"Saxon Investments,LLC",2016,,3047583
"Alamerica BancCorp,Inc.",Secretary/Treasurer,Kent McGriff,,Alamerica Bank,2016,,3047583
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,"Donald V. Watkins,PC",2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,First Highland Group,2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,Second Highland Group,2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Member,"Nabirm Global,LLC",2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,"W.S. Aviation,LLC",2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"The Snell Group,LLC",2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Owner,"Watkins Aviation,LLC",2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,"Gibraltar Entertainment International,LLC",2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,Manager/Member,Masada Resource Group and Affiliates,2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director & President/CEO,Lawrence R. Tate,,,2017,,
"Alamerica BancCorp,Inc.",Shareholder,Clarissa B. Harms,,,2017,Entrepreneur,
"Alamerica BancCorp,Inc.",Director,Kenneth L. Thomas,,,2017,Attorney,2877484
"Alamerica BancCorp,Inc.",President,Mike C. Weaver,,Mike Weaver & Associates,2017,Consultant,
"Alamerica BancCorp,Inc.",Director,Matt Rockett,Member,"Chartwell Partners,LLC",2017,,
"Alamerica BancCorp,Inc.",Director,Matt Rockett,Managing Member,"Saxon Investments,LLC",2017,,
"Alamerica BancCorp,Inc.",Secretary/Treasurer,Tom Healan,,,2017,,
"Alamerica BancCorp,Inc.",Director,Donald V. Watkins,,Information Unavailable,2018,Entrepreneur,
"Alamerica BancCorp,Inc.",Director & President/CEO,Lawrence R. Tate,Director,Alamerica Bank,2018,,
"Alamerica BancCorp,Inc.",Director & President/CEO,Lawrence R. Tate,President/CEO,Alamerica Bank,2018,,
"Alamerica BancCorp,Inc.",Shareholder,Clarissa B. Harms,,,2018,Entrepreneur,
"Alamerica BancCorp,Inc.",Shareholder,Kenneth L. Thomas,,,2018,Attorney,
"Alamerica BancCorp,Inc.",Director,Mike C. Weaver,President,Alamerica Bank,2018,Consultant,
"Alamerica BancCorp,Inc.",Director,Mike C. Weaver,,Mike Weaver & Associates,2018,Consultant,
"Alamerica BancCorp,Inc.",Director,Jacqueline Anderson Smith,Director,Alamerica Bank,2018,,
"Alamerica BancCorp,Inc.",Director,Jacqueline Anderson Smith,,Jefferson County Board of Education,2018,,
"Alamerica BancCorp,Inc.",Secretary/Treasurer,Kent McGriff,Senior VP/CFO,Alamerica Bank,2018,,
"Alamerica BancCorp,Inc.",Shareholder,Donald V. Watkins,,,2020,Entrepreneur,
"Alamerica BancCorp,Inc.","Shareholder,Director",Lawrence R. Tate,,Alamerica Bank,2020,,
"Alamerica BancCorp,Inc.",Shareholder,Clarissa B. Harms,,,2020,Entrepreneur,
"Alamerica BancCorp,Inc.",Shareholder,Kenneth L. Thomas,Chief Legal Counsel,AL State University,2020,,
"Alamerica BancCorp,Inc.","Director,Board Chair",Jacqueline Anderson Smith,,Alamerica Bank,2020,Jefferson County Circuit Clerk,
"Alamerica BancCorp,Inc.",Secretary/Treasurer,Kent McGriff,,Alamerica Bank,2020,,
"Alamerica BancCorp,Inc.",Shareholder,Donald V. Watkins,,Information Unavailable,12/31/2021,Entrepreneur,
"Alamerica BancCorp,Inc.",Shareholder,Lawrence R. Tate,,,12/31/2021,Retired,
"Alamerica BancCorp,Inc.",Shareholder,Clarissa B. Harms,,,12/31/2021,Entrepreneur,
"Alamerica BancCorp,Inc.",Shareholder,Kenneth L. Thomas,Chief Legal Counsel,AL State University,12/31/2021,,
"Alamerica BancCorp,Inc.",Director Board Chair,Jacqueline Anderson-Smith,,Alamerica Bank,12/31/2021,Jefferson County Circuit Clerk,
"Alamerica BancCorp,Inc.",Secretary/Treasurer,Kent McGriff,,Alamerica Bank,12/31/2021,,
BANK OF ALAPAHA,DIRECTOR,RICKEY S CARTER,,NASHVILLE TRACTOR COMPANY,2015,NEW HOLLAND TRACTOR DEALER,3194076
BANK OF ALAPAHA,DIRECTOR,LUTHER DUKE III,PRESIDENT,ADEL ICE INC,2015,ICE MANUFACTURER,3194076
BANK OF ALAPAHA,DIRECTOR,JAMES R GASKINS,,,2015,,3194076
BANK OF ALAPAHA,DIRECTOR,CECIL W HILL,,,2015,,3194076
